STRING,syllable1a_p,syllable1a_g,syllable1a_pg,syllable1b_p,syllable1b_g,syllable1b_pg,syllable1c_p,syllable1c_g,syllable1c_pg,syllable1d_p,syllable1d_g,syllable1d_pg,syllable1e_p,syllable1e_g,syllable1e_pg,syllable1f_p,syllable1f_g,syllable1f_pg,syllable2a_p,syllable2a_g,syllable2a_pg,syllable2b_p,syllable2b_g,syllable2b_pg,syllable2c_p,syllable2c_g,syllable2c_pg,syllable2d_p,syllable2d_g,syllable2d_pg,syllable2e_p,syllable2e_g,syllable2e_pg,syllable2f_p,syllable2f_g,syllable2f_pg,syllable3a_p,syllable3a_g,syllable3a_pg,syllable3b_p,syllable3b_g,syllable3b_pg,syllable3c_p,syllable3c_g,syllable3c_pg,syllable3d_p,syllable3d_g,syllable3d_pg,syllable3e_p,syllable3e_g,syllable3e_pg,syllable3f_p,syllable3f_g,syllable3f_pg,syllable4a_p,syllable4a_g,syllable4a_pg,syllable4b_p,syllable4b_g,syllable4b_pg,syllable4c_p,syllable4c_g,syllable4c_pg,syllable4d_p,syllable4d_g,syllable4d_pg,syllable4e_p,syllable4e_g,syllable4e_pg,syllable4f_p,syllable4f_g,syllable4f_pg,syllable5a_p,syllable5a_g,syllable5a_pg,syllable5b_p,syllable5b_g,syllable5b_pg,syllable5c_p,syllable5c_g,syllable5c_pg,syllable5d_p,syllable5d_g,syllable5d_pg,syllable5e_p,syllable5e_g,syllable5e_pg,syllable5f_p,syllable5f_g,syllable5f_pg,syllable6a_p,syllable6a_g,syllable6a_pg,syllable6b_p,syllable6b_g,syllable6b_pg,syllable6c_p,syllable6c_g,syllable6c_pg,syllable6d_p,syllable6d_g,syllable6d_pg,syllable6e_p,syllable6e_g,syllable6e_pg,syllable6f_p,syllable6f_g,syllable6f_pg
golly,g,g,g+g,ɑ,o,ɑ+o,,,,,,,,,,,,,l,ll,l+ll,i,y,i+y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gone,g,g,g+g,ɔ,o,ɔ+o_e,n,n,n+n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gong,g,g,g+g,ɔ,o,ɔ+o,ŋ,ng,ŋ+ng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonna,g,g,g+g,ʌ,o,ʌ+o,,,,,,,,,,,,,n,nn,n+nn,ə,a,ə+a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gonorrhea,g,g,g+g,ɑ,o,ɑ+o,,,,,,,,,,,,,n,n,n+n,ə,o,ə+o,,,,,,,,,,,,,r,rrh,r+rrh,i,e,i+e,,,,,,,,,,,,,ə,a,ə+a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goo,g,g,g+g,u,oo,u+oo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goober,g,g,g+g,u,oo,u+oo,,,,,,,,,,,,,b,b,b+b,ɚ,e,ɚ+e,r,r,r+r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
good,g,g,g+g,ʊ,oo,ʊ+oo,d,d,d+d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goodbye,g,g,g+g,ʊ,oo,ʊ+oo,d,d,d+d,,,,,,,,,,b,b,b+b,aɪ,ye,aɪ+ye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goodie,g,g,g+g,ʊ,oo,ʊ+oo,,,,,,,,,,,,,d,d,d+d,i,ie,i+ie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goodness,g,g,g+g,ʊ,oo,ʊ+oo,d,d,d+d,,,,,,,,,,n,n,n+n,ə,e,ə+e,s,ss,s+ss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goodness,g,g,g+g,ʊ,oo,ʊ+oo,d,d,d+d,,,,,,,,,,n,n,n+n,ɪ,e,ɪ+e,s,ss,s+ss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goodnight,g,g,g+g,ʊ,oo,ʊ+oo,d,d,d+d,,,,,,,,,,n,n,n+n,aɪ,igh,aɪ+igh,t,t,t+t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goods,g,g,g+g,ʊ,oo,ʊ+oo,d,d,d+d,z,s,z+s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goody,g,g,g+g,ʊ,oo,ʊ+oo,,,,,,,,,,,,,d,d,d+d,i,y,i+y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gooey,g,g,g+g,u,oo,u+oo,,,,,,,,,,,,,i,ey,i+ey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goof,g,g,g+g,u,oo,u+oo,f,f,f+f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goofiness,g,g,g+g,u,oo,u+oo,,,,,,,,,,,,,f,f,f+f,i,i,i+i,,,,,,,,,,,,,n,n,n+n,ə,e,ə+e,s,ss,s+ss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goofy,g,g,g+g,u,oo,u+oo,,,,,,,,,,,,,f,f,f+f,i,y,i+y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goon,g,g,g+g,u,oo,u+oo,n,n,n+n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goop,g,g,g+g,u,oo,u+oo,p,p,p+p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goopy,g,g,g+g,u,oo,u+oo,,,,,,,,,,,,,p,p,p+p,i,y,i+y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goose,g,g,g+g,u,oo,u+oo_e,s,s,s+s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gopher,g,g,g+g,oʊ,o,oʊ+o,,,,,,,,,,,,,f,ph,f+ph,ɚ,e,ɚ+e,r,r,r+r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gore,g,g,g+g,ɔ,o,ɔ+o_e,r,r,r+r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gorge,g,g,g+g,ɔ,o,ɔ+o_e,r,r,r+r,dʒ,g,dʒ+g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gorgeous,g,g,g+g,ɔ,o,ɔ+o_e,r,r,r+r,dʒ,g,dʒ+g,,,,,,,ə,ou,ə+ou,s,s,s+s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gorilla,g,g,g+g,ɚ,o,ɚ+o,r,r,r+r,,,,,,,,,,ɪ,i,ɪ+i,,,,,,,,,,,,,,,,l,ll,l+ll,ə,a,ə+a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gosh,g,g,g+g,ɑ,o,ɑ+o,ʃ,sh,ʃ+sh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gospel,g,g,g+g,ɑ,o,ɑ+o,s,s,s+s,,,,,,,,,,p,p,p+p,ə,e,ə+e,l,l,l+l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gossip,g,g,g+g,ɑ,o,ɑ+o,,,,,,,,,,,,,s,ss,s+ss,ə,i,ə+i,p,p,p+p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
got,g,g,g+g,ɑ,o,ɑ+o,t,t,t+t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gotta,g,g,g+g,ɑ,o,ɑ+o,,,,,,,,,,,,,t,tt,t+tt,ə,a,ə+a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gotten,g,g,g+g,ɑ,o,ɑ+o,,,,,,,,,,,,,t,tt,t+tt,ə,e,ə+e,n,n,n+n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gotten,g,g,g+g,ɔ,o,ɔ+o,,,,,,,,,,,,,t,tt,t+tt,ə,e,ə+e,n,n,n+n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gouge,g,g,g+g,aʊ,ou,aʊ+ou_e,dʒ,g,dʒ+g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goulash,g,g,g+g,u,ou,u+ou,,,,,,,,,,,,,l,l,l+l,ɑ,a,ɑ+a,ʃ,sh,ʃ+sh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gourd,g,g,g+g,ɔ,ou,ɔ+ou,r,r,r+r,d,d,d+d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gourmet,g,g,g+g,ʊ,ou,ʊ+ou,r,r,r+r,,,,,,,,,,m,m,m+m,eɪ,et,eɪ+et,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gout,g,g,g+g,aʊ,ou,aʊ+ou,t,t,t+t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
government,g,g,g+g,ʌ,o,ʌ+o,,,,,,,,,,,,,v,v,v+v,ɚ,e,ɚ+e,r,r,r+r,n,n,n+n,,,,,,,m,m,m+m,ə,e,ə+e,n,n,n+n,t,t,t+t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
governor,g,g,g+g,ʌ,o,ʌ+o,,,,,,,,,,,,,v,v,v+v,ɚ,e,ɚ+e,r,r,r+r,,,,,,,,,,n,n,n+n,ɚ,o,ɚ+o,r,r,r+r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gown,g,g,g+g,aʊ,ow,aʊ+ow,n,n,n+n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grab,g,g,g+g,r,r,r+r,æ,a,æ+a,b,b,b+b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grace,g,g,g+g,r,r,r+r,eɪ,a,eɪ+a_e,s,c,s+c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gracious,g,g,g+g,r,r,r+r,eɪ,a,eɪ+a,,,,,,,,,,ʃ,ci,ʃ+ci,ə,ou,ə+ou,s,s,s+s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graciously,g,g,g+g,r,r,r+r,eɪ,a,eɪ+a,,,,,,,,,,ʃ,ci,ʃ+ci,ə,ou,ə+ou,,,,,,,,,,,,,s,s,s+s,l,l,l+l,i,y,i+y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grad,g,g,g+g,r,r,r+r,æ,a,æ+a,d,d,d+d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grade,g,g,g+g,r,r,r+r,eɪ,a,eɪ+a_e,d,d,d+d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grader,g,g,g+g,r,r,r+r,eɪ,a,eɪ+a,,,,,,,,,,d,d,d+d,ɚ,e,ɚ+e,r,r,r+r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graduate,g,g,g+g,r,r,r+r,æ,a,æ+a,,,,,,,,,,dʒ,d,dʒ+d,u,u,u+u,,,,,,,,,,,,,eɪ,a,eɪ+a_e,t,t,t+t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graffiti,g,g,g+g,r,r,r+r,ə,a,ə+a,,,,,,,,,,f,ff,f+ff,i,i,i+i,,,,,,,,,,,,,t,t,t+t,i,i,i+i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graft,g,g,g+g,r,r,r+r,æ,a,æ+a,f,f,f+f,t,t,t+t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grail,g,g,g+g,r,r,r+r,eɪ,ai,eɪ+ai,l,l,l+l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grain,g,g,g+g,r,r,r+r,eɪ,ai,eɪ+ai,n,n,n+n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gram,g,g,g+g,r,r,r+r,æ,a,æ+a,m,m,m+m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grammar,g,g,g+g,r,r,r+r,æ,a,æ+a,,,,,,,,,,m,mm,m+mm,ɚ,a,ɚ+a,r,r,r+r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grand,g,g,g+g,r,r,r+r,æ,a,æ+a,n,n,n+n,d,d,d+d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grandchild,g,g,g+g,r,r,r+r,æ,a,æ+a,n,n,n+n,d,d,d+d,,,,tʃ,ch,tʃ+ch,aɪ,i,aɪ+i,l,l,l+l,d,d,d+d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
granddaughter,g,g,g+g,r,r,r+r,æ,a,æ+a,n,n,n+n,,,,,,,d,dd,d+dd,ɔ,augh,ɔ+augh,,,,,,,,,,,,,t,t,t+t,ɚ,e,ɚ+e,r,r,r+r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grandfather,g,g,g+g,r,r,r+r,æ,a,æ+a,n,n,n+n,d,d,d+d,,,,f,f,f+f,ɑ,a,ɑ+a,,,,,,,,,,,,,ð,th,ð+th,ɚ,e,ɚ+e,r,r,r+r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grandma,g,g,g+g,r,r,r+r,æ,a,æ+a,n,n,n+n,d,d,d+d,,,,m,m,m+m,ɑ,a,ɑ+a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grandmother,g,g,g+g,r,r,r+r,æ,a,æ+a,n,n,n+n,d,d,d+d,,,,m,m,m+m,ʌ,o,ʌ+o,,,,,,,,,,,,,ð,th,ð+th,ɚ,e,ɚ+e,r,r,r+r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grandpa,g,g,g+g,r,r,r+r,æ,a,æ+a,n,n,n+n,d,d,d+d,,,,p,p,p+p,ɑ,a,ɑ+a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grandparent,g,g,g+g,r,r,r+r,æ,a,æ+a,n,n,n+n,d,d,d+d,,,,p,p,p+p,ɛ,a,ɛ+a,,,,,,,,,,,,,r,r,r+r,ə,e,ə+e,n,n,n+n,t,t,t+t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grandson,g,g,g+g,r,r,r+r,æ,a,æ+a,n,n,n+n,d,d,d+d,,,,s,s,s+s,ʌ,o,ʌ+o,n,n,n+n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
granny,g,g,g+g,r,r,r+r,æ,a,æ+a,,,,,,,,,,n,nn,n+nn,i,y,i+y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grant,g,g,g+g,r,r,r+r,æ,a,æ+a,n,n,n+n,t,t,t+t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
granule,g,g,g+g,r,r,r+r,æ,a,æ+a,n,n,n+n,,,,,,,ju,u,ju+u_e,l,l,l+l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grape,g,g,g+g,r,r,r+r,eɪ,a,eɪ+a_e,p,p,p+p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grapefruit,g,g,g+g,r,r,r+r,eɪ,a,eɪ+a_e,p,p,p+p,,,,,,,f,f,f+f,r,r,r+r,u,ui,u+ui,t,t,t+t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grapes,g,g,g+g,r,r,r+r,eɪ,a,eɪ+a,p,p,p+p,s,es,s+es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grapevine,g,g,g+g,r,r,r+r,eɪ,a,eɪ+a_e,p,p,p+p,,,,,,,v,v,v+v,aɪ,i,aɪ+i_e,n,n,n+n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graph,g,g,g+g,r,r,r+r,æ,a,æ+a,f,ph,f+ph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grasp,g,g,g+g,r,r,r+r,æ,a,æ+a,s,s,s+s,p,p,p+p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grass,g,g,g+g,r,r,r+r,æ,a,æ+a,s,ss,s+ss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grasshopper,g,g,g+g,r,r,r+r,æ,a,æ+a,s,ss,s+ss,,,,,,,h,h,h+h,ɑ,o,ɑ+o,,,,,,,,,,,,,p,pp,p+pp,ɚ,e,ɚ+e,r,r,r+r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grassy,g,g,g+g,r,r,r+r,æ,a,æ+a,,,,,,,,,,s,ss,s+ss,i,y,i+y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grate,g,g,g+g,r,r,r+r,eɪ,a,eɪ+a_e,t,t,t+t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grateful,g,g,g+g,r,r,r+r,eɪ,a,eɪ+a_e,t,t,t+t,,,,,,,f,f,f+f,ə,u,ə+u,l,l,l+l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grave,g,g,g+g,r,r,r+r,eɪ,a,eɪ+a_e,v,v,v+v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gravel,g,g,g+g,r,r,r+r,æ,a,æ+a,,,,,,,,,,v,v,v+v,ə,e,ə+e,l,l,l+l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graves,g,g,g+g,r,r,r+r,eɪ,a,eɪ+a,v,v,v+v,z,es,z+es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gravestone,g,g,g+g,r,r,r+r,eɪ,a,eɪ+a_e,v,v,v+v,,,,,,,s,s,s+s,t,t,t+t,oʊ,o,oʊ+o_e,n,n,n+n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graveyard,g,g,g+g,r,r,r+r,eɪ,a,eɪ+a_e,v,v,v+v,,,,,,,j,y,j+y,ɑ,a,ɑ+a,r,r,r+r,d,d,d+d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gravity,g,g,g+g,r,r,r+r,æ,a,æ+a,,,,,,,,,,v,v,v+v,ɪ,i,ɪ+i,,,,,,,,,,,,,t,t,t+t,i,y,i+y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gravy,g,g,g+g,r,r,r+r,eɪ,a,eɪ+a,,,,,,,,,,v,v,v+v,i,y,i+y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gray,g,g,g+g,r,r,r+r,eɪ,ay,eɪ+ay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
